cat_middle,cat_3,code_icd10_p,code_icd10,codename_high,codename,code_icd9
Y40－Y59,Y56,Y56,Y56,NA,主として皮膚及び粘膜に作用する局所用薬物，眼科用薬，耳鼻咽喉科用薬及び歯科用薬,
Y40－Y59,Y56,Y56.0,Y560,NA,局所に適用する抗真菌薬，抗感染薬及び抗炎症薬，他に分類されないもの,
Y40－Y59,Y56,Y56.1,Y561,NA,止痒薬,
Y40－Y59,Y56,Y56.2,Y562,NA,局所に適用する収れん＜斂＞薬及び界面活性剤,
Y40－Y59,Y56,Y56.3,Y563,NA,皮膚軟化薬，粘滑薬及び保護薬,
Y40－Y59,Y56,Y56.4,Y564,NA,角質溶解薬，角質形成薬及びその他の毛髪治療薬及び製剤,
Y40－Y59,Y56,Y56.5,Y565,NA,眼科用薬及び製剤,
Y40－Y59,Y56,Y56.6,Y566,NA,耳鼻咽喉科用薬及び製剤,
Y40－Y59,Y56,Y56.7,Y567,NA,歯科用薬，局所用,
Y40－Y59,Y56,Y56.8,Y568,NA,その他の局所用薬物,
Y40－Y59,Y56,Y56.9,Y569,NA,局所用薬物，詳細不明,
Y40－Y59,Y57,Y57,Y57,NA,その他及び詳細不明の薬物及び薬剤,
Y40－Y59,Y57,Y57.0,Y570,NA,食欲抑制薬［食欲低下薬］,
Y40－Y59,Y57,Y57.1,Y571,NA,脂肪作用薬,
Y40－Y59,Y57,Y57.2,Y572,NA,解毒薬及びキレート剤，他に分類されないもの,
Y40－Y59,Y57,Y57.3,Y573,NA,嫌酒薬,
Y40－Y59,Y57,Y57.4,Y574,NA,医薬品添加物,
Y40－Y59,Y57,Y57.5,Y575,NA,X線造影剤,
Y40－Y59,Y57,Y57.6,Y576,NA,その他の診断薬,
Y40－Y59,Y57,Y57.7,Y577,NA,ビタミン類，他に分類されないもの,
Y40－Y59,Y57,Y57.8,Y578,NA,その他の薬物及び薬剤,
Y40－Y59,Y57,Y57.9,Y579,NA,薬物又は薬剤，詳細不明,
Y40－Y59,Y58,Y58,Y58,NA,細菌ワクチン,
Y40－Y59,Y58,Y58.0,Y580,NA,BCGワクチン,
Y40－Y59,Y58,Y58.1,Y581,NA,腸チフス及びパラチフスワクチン,
Y40－Y59,Y58,Y58.2,Y582,NA,コレラワクチン,
Y40－Y59,Y58,Y58.3,Y583,NA,ペストワクチン,
Y40－Y59,Y58,Y58.4,Y584,NA,破傷風ワクチン,
Y40－Y59,Y58,Y58.5,Y585,NA,ジフテリアワクチン,
Y40－Y59,Y58,Y58.6,Y586,NA,百日咳ワクチン，百日咳菌コンポーネントとの混合物を含む,
Y40－Y59,Y58,Y58.8,Y588,NA,混合細菌ワクチン，百日咳菌コンポーネントとの混合物を除く,
Y40－Y59,Y58,Y58.9,Y589,NA,その他及び詳細不明の細菌ワクチン,
Y40－Y59,Y59,Y59,Y59,NA,その他及び詳細不明のワクチン及び生物学的製剤,
Y40－Y59,Y59,Y59.0,Y590,NA,ウイルスワクチン,
Y40－Y59,Y59,Y59.1,Y591,NA,リケッチアワクチン,
Y40－Y59,Y59,Y59.2,Y592,NA,原虫ワクチン,
Y40－Y59,Y59,Y59.3,Y593,NA,免疫グロブリン,
Y40－Y59,Y59,Y59.8,Y598,NA,その他の明示されたワクチン及び生物学的製剤,
Y40－Y59,Y59,Y59.9,Y599,NA,ワクチン又は生物学的製剤，詳細不明,
Y60－Y69,Y60,Y60,Y60,NA,外科的及び内科的ケア時における意図しない切断，穿刺，穿孔又は出血,
Y60－Y69,Y60,Y60.0,Y600,NA,外科手術時におけるもの,
Y60－Y69,Y60,Y60.1,Y601,NA,輸液又は輸血時におけるもの,
Y60－Y69,Y60,Y60.2,Y602,NA,腎透析又はその他の潅流時におけるもの,
Y60－Y69,Y60,Y60.3,Y603,NA,注射又はワクチン接種時におけるもの,
Y60－Y69,Y60,Y60.4,Y604,NA,内視鏡検査時におけるもの,
Y60－Y69,Y60,Y60.5,Y605,NA,心（臓）カテーテル法実施時におけるもの,
Y60－Y69,Y60,Y60.6,Y606,NA,吸引，穿刺及びその他のカテーテル法実施時におけるもの,
Y60－Y69,Y60,Y60.7,Y607,NA,浣腸時におけるもの,
Y60－Y69,Y60,Y60.8,Y608,NA,その他の外科的及び内科的ケア時におけるもの,
Y60－Y69,Y60,Y60.9,Y609,NA,詳細不明の外科的及び内科的ケア時におけるもの,
Y60－Y69,Y61,Y61,Y61,NA,外科的及び内科的ケア時における不慮の体内残留異物,
Y60－Y69,Y61,Y61.0,Y610,NA,外科手術時におけるもの,
Y60－Y69,Y61,Y61.1,Y611,NA,輸液又は輸血時におけるもの,
Y60－Y69,Y61,Y61.2,Y612,NA,腎透析又はその他の潅流時におけるもの,
Y60－Y69,Y61,Y61.3,Y613,NA,注射又はワクチン接種時におけるもの,
Y60－Y69,Y61,Y61.4,Y614,NA,内視鏡検査時におけるもの,
Y60－Y69,Y61,Y61.5,Y615,NA,心（臓）カテーテル法実施時におけるもの,
Y60－Y69,Y61,Y61.6,Y616,NA,吸引，穿刺及びその他のカテーテル法実施時におけるもの,
Y60－Y69,Y61,Y61.7,Y617,NA,カテーテル又は填塞物の除去時におけるもの,
Y60－Y69,Y61,Y61.8,Y618,NA,その他の外科的及び内科的ケア時におけるもの,
Y60－Y69,Y61,Y61.9,Y619,NA,詳細不明の外科的及び内科的ケア時におけるもの,
Y60－Y69,Y62,Y62,Y62,NA,外科的及び内科的ケア時における無菌的処理の失敗,
Y60－Y69,Y62,Y62.0,Y620,NA,外科手術時におけるもの,E8720
Y60－Y69,Y62,Y62.1,Y621,NA,輸液又は輸血時におけるもの,E8721
Y60－Y69,Y62,Y62.2,Y622,NA,腎透析又はその他の潅流時におけるもの,E8722
Y60－Y69,Y62,Y62.3,Y623,NA,注射又はワクチン接種時におけるもの,E8723
Y60－Y69,Y62,Y62.4,Y624,NA,内視鏡検査時におけるもの,E8724
Y60－Y69,Y62,Y62.5,Y625,NA,心（臓）カテーテル法実施時におけるもの,E8726
Y60－Y69,Y62,Y62.6,Y626,NA,吸引，穿刺及びその他のカテーテル法実施時におけるもの,E8725
Y60－Y69,Y62,Y62.8,Y628,NA,その他の外科的及び内科的ケア時におけるもの,E8728
Y60－Y69,Y62,Y62.9,Y629,NA,詳細不明の外科的及び内科的ケア時におけるもの,E8729
Y60－Y69,Y63,Y63,Y63,NA,外科的及び内科的ケア時における投与量の誤り,
Y60－Y69,Y63,Y63.0,Y630,NA,輸血又は輸液時における血液又はその他の液体の過剰,E8730
Y60－Y69,Y63,Y63.1,Y631,NA,輸液時に使用された液体の不正確な希釈,E8731
Y60－Y69,Y63,Y63.2,Y632,NA,放射線治療時における過剰照射,E8732
Y60－Y69,Y63,Y63.3,Y633,NA,内科的ケア時における不注意による患者の放射線被爆,E8733
Y60－Y69,Y63,Y63.4,Y634,NA,電気ショック又はインスリンショック療法における量の誤り,E8734
Y60－Y69,Y63,Y63.5,Y635,NA,局所への貼用及びパックにおける温度不適,E8735
Y60－Y69,Y63,Y63.6,Y636,NA,必要な薬物，薬剤又は生物学的製剤の無投与,"E8736,E8738"
Y60－Y69,Y63,Y63.8,Y638,NA,その他の外科的及び内科的ケア時における投与量の誤り,E8738
Y60－Y69,Y63,Y63.9,Y639,NA,詳細不明の外科的及び内科的ケア時における投与量の誤り,E8739
Y60－Y69,Y64,Y64,Y64,NA,汚染された医薬品又は生物学的製剤,
Y60－Y69,Y64,Y64.0,Y640,NA,汚染された医薬品又は生物学的製剤，輸血又は輸液されたもの,E8750
Y60－Y69,Y64,Y64.1,Y641,NA,汚染された医薬品又は生物学的製剤，注射又は予防接種に使用されたもの,E8751
Y60－Y69,Y64,Y64.8,Y648,NA,その他の手段で投与された汚染された医薬品又は生物学的製剤,"E8752,E8758"
Y60－Y69,Y64,Y64.9,Y649,NA,詳細不明の手段で投与された汚染された医薬品又は生物学的製剤,E8759
Y60－Y69,Y65,Y65,Y65,NA,外科的及び内科的ケア時におけるその他の事故,
Y60－Y69,Y65,Y65.0,Y650,NA,輸血に使用された不適合血液,E8760
Y60－Y69,Y65,Y65.1,Y651,NA,輸液に使用された不適切な液体,E8761
Y60－Y69,Y65,Y65.2,Y652,NA,外科手術における縫合又は結紮の失敗,E8762
Y60－Y69,Y65,Y65.3,Y653,NA,麻酔処置における気管チューブの誤装着,E8763
Y60－Y69,Y65,Y65.4,Y654,NA,その他のチューブ又は装置の着脱の失敗,E8764
Y60－Y69,Y65,Y65.5,Y655,NA,不適正な手術の実施,
Y60－Y69,Y65,Y65.8,Y658,NA,外科的及び内科的ケア時におけるその他の明示された事故,E8768
Y60－Y69,Y66,Y66,Y66,NA,外科的及び内科的ケアの非実施,E8768
Y60－Y69,Y69,Y69,Y69,NA,外科的及び内科的ケア時における詳細不明の事故,E8769
－,－,－,－,NA,NA,
－,－,－,－,NA,診断及びモニター用器具,
－,－,－,－,NA,治療（外科手術以外）及びリハビリテーション器具,
－,－,－,－,NA,プロステーシス及びその他の挿入物，材料及び付属器具,
－,－,－,－,NA,外科用機械，材料及び器具（縫合を含む）,
－,－,－,－,NA,その他の器具，他に分類されないもの,
Y70－Y82,Y70,Y70,Y70,NA,副反応を起こした麻酔科用器具,
Y70－Y82,Y70,Y70.0,Y700,NA,副反応を起こした麻酔科用器具，診断及びモニター用器具,
Y70－Y82,Y70,Y70.1,Y701,NA,副反応を起こした麻酔科用器具，治療（外科手術以外）及びリハビリテーション器具,
Y70－Y82,Y70,Y70.2,Y702,NA,副反応を起こした麻酔科用器具，プロステーシス及びその他の挿入物，材料及び付属器具,
Y70－Y82,Y70,Y70.3,Y703,NA,副反応を起こした麻酔科用器具，外科用機械，材料及び器具（縫合を含む）,
Y70－Y82,Y70,Y70.8,Y708,NA,副反応を起こした麻酔科用器具，その他の器具，他に分類されないもの,
Y70－Y82,Y71,Y71,Y71,NA,副反応を起こした循環器科用器具,
Y70－Y82,Y71,Y71.0,Y710,NA,副反応を起こした循環器科用器具，診断及びモニター用器具,
Y70－Y82,Y71,Y71.1,Y711,NA,副反応を起こした循環器科用器具，治療（外科手術以外）及びリハビリテーション器具,
Y70－Y82,Y71,Y71.2,Y712,NA,副反応を起こした循環器科用器具，プロステーシス及びその他の挿入物，材料及び付属器具,
Y70－Y82,Y71,Y71.3,Y713,NA,副反応を起こした循環器科用器具，外科用機械，材料及び器具（縫合を含む）,
Y70－Y82,Y71,Y71.8,Y718,NA,副反応を起こした循環器科用器具，その他の器具，他に分類されないもの,
Y70－Y82,Y72,Y72,Y72,NA,副反応を起こした耳鼻咽喉科用器具,
Y70－Y82,Y72,Y72.0,Y720,NA,副反応を起こした耳鼻咽喉科用器具，診断及びモニター用器具,
Y70－Y82,Y72,Y72.1,Y721,NA,副反応を起こした耳鼻咽喉科用器具，治療（外科手術以外）及びリハビリテーション器具,
Y70－Y82,Y72,Y72.2,Y722,NA,副反応を起こした耳鼻咽喉科用器具，プロステーシス及びその他の挿入物，材料及び付属器具,
Y70－Y82,Y72,Y72.3,Y723,NA,副反応を起こした耳鼻咽喉科用器具，外科用機械，材料及び器具（縫合を含む）,
Y70－Y82,Y72,Y72.8,Y728,NA,副反応を起こした耳鼻咽喉科用器具，その他の器具，他に分類されないもの,
Y70－Y82,Y73,Y73,Y73,NA,副反応を起こした胃腸科用及び泌尿器科用器具,
Y70－Y82,Y73,Y73.0,Y730,NA,副反応を起こした胃腸科用及び泌尿器科用器具，診断及びモニター用器具,
Y70－Y82,Y73,Y73.1,Y731,NA,副反応を起こした胃腸科用及び泌尿器科用器具，治療（外科手術以外）及びリハビリテーション器具,
Y70－Y82,Y73,Y73.2,Y732,NA,副反応を起こした胃腸科用及び泌尿器科用器具，プロステーシス及びその他の挿入物，材料及び付属器具,
Y70－Y82,Y73,Y73.3,Y733,NA,副反応を起こした胃腸科用及び泌尿器科用器具，外科用機械，材料及び器具（縫合を含む）,
Y70－Y82,Y73,Y73.8,Y738,NA,副反応を起こした胃腸科用及び泌尿器科用器具，その他の器具，他に分類されないもの,
Y70－Y82,Y74,Y74,Y74,NA,副反応を起こした一般的な病院用及び個人用器具,
Y70－Y82,Y74,Y74.0,Y740,NA,副反応を起こした一般的な病院用及び個人用器具，診断及びモニター用器具,
Y70－Y82,Y74,Y74.1,Y741,NA,副反応を起こした一般的な病院用及び個人用器具，治療（外科手術以外）及びリハビリテーション器具,
Y70－Y82,Y74,Y74.2,Y742,NA,副反応を起こした一般的な病院用及び個人用器具，プロステーシス及びその他の挿入物，材料及び付属器具,
Y70－Y82,Y74,Y74.3,Y743,NA,副反応を起こした一般的な病院用及び個人用器具，外科用機械，材料及び器具（縫合を含む）,
Y70－Y82,Y74,Y74.8,Y748,NA,副反応を起こした一般的な病院用及び個人用器具，その他の器具，他に分類されないもの,
Y70－Y82,Y75,Y75,Y75,NA,副反応を起こした神経科用器具,
Y70－Y82,Y75,Y75.0,Y750,NA,副反応を起こした神経科用器具，診断及びモニター用器具,
Y70－Y82,Y75,Y75.1,Y751,NA,副反応を起こした神経科用器具，治療（外科手術以外）及びリハビリテーション器具,
Y70－Y82,Y75,Y75.2,Y752,NA,副反応を起こした神経科用器具，プロステーシス及びその他の挿入物，材料及び付属器具,
Y70－Y82,Y75,Y75.3,Y753,NA,副反応を起こした神経科用器具，外科用機械，材料及び器具（縫合を含む）,
Y70－Y82,Y75,Y75.8,Y758,NA,副反応を起こした神経科用器具，その他の器具，他に分類されないもの,
Y70－Y82,Y76,Y76,Y76,NA,副反応を起こした産婦人科用器具,
Y70－Y82,Y76,Y76.0,Y760,NA,副反応を起こした産婦人科用器具，診断及びモニター用器具,
Y70－Y82,Y76,Y76.1,Y761,NA,副反応を起こした産婦人科用器具，治療（外科手術以外）及びリハビリテーション器具,
Y70－Y82,Y76,Y76.2,Y762,NA,副反応を起こした産婦人科用器具，プロステーシス及びその他の挿入物，材料及び付属器具,
Y70－Y82,Y76,Y76.3,Y763,NA,副反応を起こした産婦人科用器具，外科用機械，材料及び器具（縫合を含む）,
Y70－Y82,Y76,Y76.8,Y768,NA,副反応を起こした産婦人科用器具，その他の器具，他に分類されないもの,
Y70－Y82,Y77,Y77,Y77,NA,副反応を起こした眼科用器具,
Y70－Y82,Y77,Y77.0,Y770,NA,副反応を起こした眼科用器具，診断及びモニター用器具,
Y70－Y82,Y77,Y77.1,Y771,NA,副反応を起こした眼科用器具，治療（外科手術以外）及びリハビリテーション器具,
Y70－Y82,Y77,Y77.2,Y772,NA,副反応を起こした眼科用器具，プロステーシス及びその他の挿入物，材料及び付属器具,
Y70－Y82,Y77,Y77.3,Y773,NA,副反応を起こした眼科用器具，外科用機械，材料及び器具（縫合を含む）,
Y70－Y82,Y77,Y77.8,Y778,NA,副反応を起こした眼科用器具，その他の器具，他に分類されないもの,
Y70－Y82,Y78,Y78,Y78,NA,副反応を起こした放射線科用器具,
Y70－Y82,Y78,Y78.0,Y780,NA,副反応を起こした放射線科用器具，診断及びモニター用器具,
Y70－Y82,Y78,Y78.1,Y781,NA,副反応を起こした放射線科用器具，治療（外科手術以外）及びリハビリテーション器具,
Y70－Y82,Y78,Y78.2,Y782,NA,副反応を起こした放射線科用器具，プロステーシス及びその他の挿入物，材料及び付属器具,
Y70－Y82,Y78,Y78.3,Y783,NA,副反応を起こした放射線科用器具，外科用機械，材料及び器具（縫合を含む）,
Y70－Y82,Y78,Y78.8,Y788,NA,副反応を起こした放射線科用器具，その他の器具，他に分類されないもの,
Y70－Y82,Y79,Y79,Y79,NA,副反応を起こした整形外科用器具,
Y70－Y82,Y79,Y79.0,Y790,NA,副反応を起こした整形外科用器具，診断及びモニター用器具,
Y70－Y82,Y79,Y79.1,Y791,NA,副反応を起こした整形外科用器具，治療（外科手術以外）及びリハビリテーション器具,
Y70－Y82,Y79,Y79.2,Y792,NA,副反応を起こした整形外科用器具，プロステーシス及びその他の挿入物，材料及び付属器具,
Y70－Y82,Y79,Y79.3,Y793,NA,副反応を起こした整形外科用器具，外科用機械，材料及び器具（縫合を含む）,
Y70－Y82,Y79,Y79.8,Y798,NA,副反応を起こした整形外科用器具，その他の器具，他に分類されないもの,
Y70－Y82,Y80,Y80,Y80,NA,副反応を起こした身体医学＜physical medicine＞用器具,
Y70－Y82,Y80,Y80.0,Y800,NA,副反応を起こした身体医学＜physical medicine＞用器具，診断及びモニター用器具,
Y70－Y82,Y80,Y80.1,Y801,NA,副反応を起こした身体医学＜physical medicine＞用器具，治療（外科手術以外）及びリハビリテーション器具,
Y70－Y82,Y80,Y80.2,Y802,NA,副反応を起こした身体医学＜physical medicine＞用器具，プロステーシス及びその他の挿入物，材料及び付属器具,
Y70－Y82,Y80,Y80.3,Y803,NA,副反応を起こした身体医学＜physical medicine＞用器具，外科用機械，材料及び器具（縫合を含む）,
Y70－Y82,Y80,Y80.8,Y808,NA,副反応を起こした身体医学＜physical medicine＞用器具，その他の器具，他に分類されないもの,
Y70－Y82,Y81,Y81,Y81,NA,副反応を起こした一般外科用及び形成外科用器具,
Y70－Y82,Y81,Y81.0,Y810,NA,副反応を起こした一般外科用及び形成外科用器具，診断及びモニター用器具,
Y70－Y82,Y81,Y81.1,Y811,NA,副反応を起こした一般外科用及び形成外科用器具，治療（外科手術以外）及びリハビリテーション器具,
Y70－Y82,Y81,Y81.2,Y812,NA,副反応を起こした一般外科用及び形成外科用器具，プロステーシス及びその他の挿入物，材料及び付属器具,
Y70－Y82,Y81,Y81.3,Y813,NA,副反応を起こした一般外科用及び形成外科用器具，外科用機械，材料及び器具（縫合を含む）,
Y70－Y82,Y81,Y81.8,Y818,NA,副反応を起こした一般外科用及び形成外科用器具，その他の器具，他に分類されないもの,
Y70－Y82,Y82,Y82,Y82,NA,副反応を起こしたその他及び詳細不明の医療用器具,
Y70－Y82,Y82,Y82.0,Y820,NA,副反応を起こしたその他及び詳細不明の医療用器具，診断及びモニター用器具,
Y70－Y82,Y82,Y82.1,Y821,NA,副反応を起こしたその他及び詳細不明の医療用器具，治療（外科手術以外）及びリハビリテーション器具,
Y70－Y82,Y82,Y82.2,Y822,NA,副反応を起こしたその他及び詳細不明の医療用器具，プロステーシス及びその他の挿入物，材料及び付属器具,
Y70－Y82,Y82,Y82.3,Y823,NA,副反応を起こしたその他及び詳細不明の医療用器具，外科用機械，材料及び器具（縫合を含む）,
Y70－Y82,Y82,Y82.8,Y828,NA,副反応を起こしたその他及び詳細不明の医療用器具，その他の器具，他に分類されないもの,
Y83－Y84,Y83,Y83,Y83,NA,患者の異常反応又は後発合併症を生じた外科手術及びその他の外科的処置で，処置時には事故の記載がないもの,
Y83－Y84,Y83,Y83.0,Y830,NA,器官全体の移植を伴う外科手術,E8780
